raw_cluster1000,raw_topic_id,raw_automatic_label,final_topic_index,final_topic_id,final_topic_label,semantic_merge_applied,merge_decision_id,final_label_status,raw_documents,raw_papers,raw_patents,raw_policies
157,T0157,157_故障_故障诊断_缺陷_故障 检测,157,S0157,157_故障_故障诊断_缺陷_故障 检测,False,,完成清单初筛；保留原类及自动标签,2186,566,1620,0
158,T0158,158_organic solar_oscs_polymer solar_fullerene,158,S0158,有机光伏（OPV/OSC）材料与器件,True,SYN002,经抽样语义复核合并；含边界噪声,10585,10579,6,0
159,T0159,159_solar irradiance_irradiance_solar radiation_global solar,159,S0159,太阳辐射与辐照度建模估算,True,SYN003,经抽样语义复核合并；含边界噪声,6583,6558,25,0
160,T0160,160_ip_ethernet_voip_ipv6,160,S0160,160_ip_ethernet_voip_ipv6,False,,完成清单初筛；保留原类及自动标签,10194,10179,13,2
161,T0161,161_braking_steering_wheel_brake,161,S0161,161_braking_steering_wheel_brake,False,,完成清单初筛；保留原类及自动标签,9020,8974,46,0
162,T0162,162_检查 装置_图像_测量_检测,162,S0162,162_检查 装置_图像_测量_检测,False,,完成清单初筛；保留原类及自动标签,1060,501,559,0
163,T0163,163_dg_distribution network_distributed generation_distribution networks,163,S0163,163_dg_distribution network_distributed generation_distribution networks,False,,完成清单初筛；保留原类及自动标签,8595,8529,66,0
164,T0164,164_fault location_traveling wave_traveling_distance relay,164,S0164,164_fault location_traveling wave_traveling_distance relay,False,,完成清单初筛；保留原类及自动标签,6383,6359,24,0
165,T0165,165_gas turbine_combined cycle_gas turbines_cycle power,165,S0165,165_gas turbine_combined cycle_gas turbines_cycle power,False,,完成清单初筛；保留原类及自动标签,6420,6416,4,0
166,T0166,166_solar panels_solar energy_panels_solar power,166,S0166,166_solar panels_solar energy_panels_solar power,False,,已抽样复核；保留原类；名称仍为自动标签,7734,7707,26,1
167,T0167,167_silicon solar_si solar_crystalline silicon_silicon heterojunction,167,S0167,167_silicon solar_si solar_crystalline silicon_silicon heterojunction,False,,完成清单初筛；保留原类及自动标签,14247,14228,19,0
168,T0168,168_helium_tungsten_helium bubbles_fuzz,168,S0168,168_helium_tungsten_helium bubbles_fuzz,False,,完成清单初筛；保留原类及自动标签,6369,6364,5,0
169,T0169,169_ion battery_li ion_soc_lead acid,169,S0169,169_ion battery_li ion_soc_lead acid,False,,已抽样复核；保留原类；名称仍为自动标签,5427,5404,23,0
170,T0170,170_thermoelectric properties_thermoelectric_thermoelectric performance_enhanced thermoelectric,170,S0170,170_thermoelectric properties_thermoelectric_thermoelectric performance_enhanced thermoelectric,False,,已抽样复核；保留原类；名称仍为自动标签,7574,7574,0,0
171,T0171,171_district heating_district_heating systems_dh,171,S0171,171_district heating_district_heating systems_dh,False,,已抽样复核；保留原类；名称仍为自动标签,7189,7183,4,2
172,T0172,172_dispatch_scheduling_load dispatch_economic dispatch,172,S0172,172_dispatch_scheduling_load dispatch_economic dispatch,False,,完成清单初筛；保留原类及自动标签,7108,7075,33,0
173,T0173,173_pulverized coal_pulverized_coal combustion_coal,173,S0173,173_pulverized coal_pulverized_coal combustion_coal,False,,完成清单初筛；保留原类及自动标签,5128,5118,10,0
174,T0174,174_正极 材料_包覆_材料 及其_及其 制备,174,S0174,174_正极 材料_包覆_材料 及其_及其 制备,False,,已抽样复核；保留原类；名称仍为自动标签,1724,114,1610,0
175,T0175,175_bidding_electricity market_electricity markets_电力 市场,175,S0175,175_bidding_electricity market_electricity markets_电力 市场,False,,完成清单初筛；保留原类及自动标签,2553,2026,527,0
176,T0176,176_tubes_tube_supercritical pressure_pipe,176,S0176,176_tubes_tube_supercritical pressure_pipe,False,,完成清单初筛；保留原类及自动标签,5216,5211,5,0
177,T0177,177_grid connected_connected photovoltaic_connected pv_pv inverter,142,S0142,并网光伏系统建模与功率控制,True,D001,经抽样语义复核合并；含边界噪声,7314,7307,7,0
178,T0178,178_nanopore_nanopores_nanobubbles_epoxy,177,S0178,178_nanopore_nanopores_nanobubbles_epoxy,False,,完成清单初筛；保留原类及自动标签,5239,5234,5,0
179,T0179,179_water electrolysis_membrane water_electrodialysis_aem,178,S0179,179_water electrolysis_membrane water_electrodialysis_aem,False,,完成清单初筛；保留原类及自动标签,5579,5537,42,0
180,T0180,180_magnets_magnet_superconducting_superconducting magnet,179,S0180,180_magnets_magnet_superconducting_superconducting magnet,False,,完成清单初筛；保留原类及自动标签,4591,4548,43,0
181,T0181,181_更换_电池 更换_电池 安装_电池组,180,S0181,181_更换_电池 更换_电池 安装_电池组,False,,完成清单初筛；保留原类及自动标签,1478,128,1350,0
182,T0182,182_drain_gate_ligbt_algan/gan,181,S0182,182_drain_gate_ligbt_algan/gan,False,,完成清单初筛；保留原类及自动标签,4806,4803,3,0
183,T0183,183_xml_web_database_asp,182,S0183,183_xml_web_database_asp,False,,完成清单初筛；保留原类及自动标签,8873,8853,20,0
184,T0184,184_pwm_pwm rectifier_phase pwm_rectifier,183,S0184,184_pwm_pwm rectifier_phase pwm_rectifier,False,,完成清单初筛；保留原类及自动标签,5777,5638,139,0
185,T0185,185_perovskite light_perovskites_perovskite nanocrystals_perovskite,184,S0185,185_perovskite light_perovskites_perovskite nanocrystals_perovskite,False,,完成清单初筛；保留原类及自动标签,11856,11856,0,0
186,T0186,186_wind turbine_wind turbines_wind farm_turbines,185,S0186,186_wind turbine_wind turbines_wind farm_turbines,False,,完成清单初筛；保留原类及自动标签,8412,8390,22,0
187,T0187,187_rock_rocks_sandstone_permeability,186,S0187,187_rock_rocks_sandstone_permeability,False,,完成清单初筛；保留原类及自动标签,5930,5929,1,0
188,T0188,188_地热井_地热_井筒_地层,187,S0188,188_地热井_地热_井筒_地层,False,,完成清单初筛；保留原类及自动标签,1035,732,303,0
189,T0189,189_union_european_european union_eu,188,S0189,189_union_european_european union_eu,False,,完成清单初筛；保留原类及自动标签,9145,9145,0,0
190,T0190,190_floating offshore_offshore wind_floating wind_offshore,189,S0190,190_floating offshore_offshore wind_floating wind_offshore,False,,完成清单初筛；保留原类及自动标签,8492,8469,23,0
191,T0191,191_配电网_优化_求解_调度,190,S0191,191_配电网_优化_求解_调度,False,,已抽样复核；保留原类；名称仍为自动标签,1854,295,1559,0
192,T0192,192_hydrogen storage_storage materials_hydrides_storage properties,191,S0192,192_hydrogen storage_storage materials_hydrides_storage properties,False,,完成清单初筛；保留原类及自动标签,7976,7920,56,0
193,T0193,193_spinel_limn2o4_spinel limn2o4_spinels,192,S0193,193_spinel_limn2o4_spinel limn2o4_spinels,False,,完成清单初筛；保留原类及自动标签,2628,2627,1,0
194,T0194,194_制冷剂_冷却剂_冷却_冷却系统,193,S0194,194_制冷剂_冷却剂_冷却_冷却系统,False,,完成清单初筛；保留原类及自动标签,1769,973,796,0
195,T0195,195_stock_stock price_stock market_price prediction,194,S0195,195_stock_stock price_stock market_price prediction,False,,完成清单初筛；保留原类及自动标签,7011,7007,4,0
196,T0196,196_carbon dioxide_solubility_co2 absorption_eos,195,S0196,196_carbon dioxide_solubility_co2 absorption_eos,False,,完成清单初筛；保留原类及自动标签,6421,6416,5,0
197,T0197,197_hybrid electric_powertrain_hev_fuel economy,196,S0197,197_hybrid electric_powertrain_hev_fuel economy,False,,完成清单初筛；保留原类及自动标签,9466,9444,22,0
198,T0198,198_thermoelectric properties_heusler_thermoelectric_half heusler,197,S0198,198_thermoelectric properties_heusler_thermoelectric_half heusler,False,,完成清单初筛；保留原类及自动标签,4986,4986,0,0
199,T0199,199_正极 活性_正极_粒径_d50,198,S0199,199_正极 活性_正极_粒径_d50,False,,已抽样复核；保留原类；名称仍为自动标签,1114,124,990,0
200,T0200,200_water pumping_charge pump_pumping_water pump,199,S0200,200_water pumping_charge pump_pumping_water pump,False,,完成清单初筛；保留原类及自动标签,2323,2279,44,0
201,T0201,201_hvdc_vsc_mmc_dc fault,200,S0201,201_hvdc_vsc_mmc_dc fault,False,,完成清单初筛；保留原类及自动标签,6568,6546,22,0
202,T0202,202_methanol oxidation_electrooxidation_methanol_electro oxidation,201,S0202,202_methanol oxidation_electrooxidation_methanol_electro oxidation,False,,完成清单初筛；保留原类及自动标签,5046,5046,0,0
203,T0203,203_zno_zno nanoparticles_doped zno_photocatalytic degradation,202,S0203,203_zno_zno nanoparticles_doped zno_photocatalytic degradation,False,,已抽样复核；保留原类；名称仍为自动标签,8881,8881,0,0
204,T0204,204_gold_gold nanoparticles_nanoporous gold_au,203,S0204,204_gold_gold nanoparticles_nanoporous gold_au,False,,完成清单初筛；保留原类及自动标签,5094,5089,5,0
205,T0205,205_issue cover_volume issue_zenodo_ipc,204,S0205,205_issue cover_volume issue_zenodo_ipc,False,,完成清单初筛；保留原类及自动标签,5456,5451,4,1
206,T0206,206_battery energy_lead acid_equalization_charge estimation,205,S0206,206_battery energy_lead acid_equalization_charge estimation,False,,完成清单初筛；保留原类及自动标签,5121,5106,15,0
207,T0207,207_glasses_optical properties_nonlinear optical_chalcogenide glasses,206,S0207,207_glasses_optical properties_nonlinear optical_chalcogenide glasses,False,,完成清单初筛；保留原类及自动标签,8088,8087,1,0
208,T0208,208_模具_涂布_垫片_胶带,207,S0208,208_模具_涂布_垫片_胶带,False,,完成清单初筛；保留原类及自动标签,1441,265,1176,0
209,T0209,209_基金_资金_能源 基金_基金 管理,208,S0209,209_基金_资金_能源 基金_基金 管理,False,,完成清单初筛；保留原类及自动标签,259,210,0,49
210,T0210,210_photovoltaics_photovoltaic devices_solar blind_photovoltage,209,S0210,210_photovoltaics_photovoltaic devices_solar blind_photovoltage,False,,完成清单初筛；保留原类及自动标签,6684,6682,2,0
211,T0211,211_source heat_ground source_heat pump_gshp,210,S0211,211_source heat_ground source_heat pump_gshp,False,,完成清单初筛；保留原类及自动标签,4338,4309,26,3
212,T0212,212_dc dc_dc converter_dc converters_dc/dc,211,S0212,212_dc dc_dc converter_dc converters_dc/dc,False,,已抽样复核；保留原类；名称仍为自动标签,15238,15179,59,0
213,T0213,213_plasmas_cyclotron_ion temperature_alfvén,212,S0213,213_plasmas_cyclotron_ion temperature_alfvén,False,,完成清单初筛；保留原类及自动标签,8951,8951,0,0
214,T0214,214_cable_电缆_电缆 故障_cables,213,S0214,214_cable_电缆_电缆 故障_cables,False,,完成清单初筛；保留原类及自动标签,2776,2078,698,0
215,T0215,215_routing_noc_multicast_packet,214,S0215,215_routing_noc_multicast_packet,False,,完成清单初筛；保留原类及自动标签,10451,10381,70,0
216,T0216,216_耳机_耳部_焊接_耳机 充电,215,S0216,216_耳机_耳部_焊接_耳机 充电,False,,完成清单初筛；保留原类及自动标签,856,16,840,0
217,T0217,217_electrical safety_risk assessment_accidents_vulnerability,216,S0217,217_electrical safety_risk assessment_accidents_vulnerability,False,,完成清单初筛；保留原类及自动标签,5812,5773,39,0
218,T0218,218_bio oil_biodiesel_bio_biodiesel production,217,S0218,218_bio oil_biodiesel_bio_biodiesel production,False,,完成清单初筛；保留原类及自动标签,5079,5056,23,0
219,T0219,219_net zero_climate policy_low carbon_climate change,218,S0219,219_net zero_climate policy_low carbon_climate change,False,,完成清单初筛；保留原类及自动标签,8880,8880,0,0
220,T0220,220_perovskite solar_tandem solar_perovskite_inverted perovskite,219,S0220,220_perovskite solar_tandem solar_perovskite_inverted perovskite,False,,已抽样复核；保留原类；名称仍为自动标签,8793,8793,0,0
221,T0221,221_imbalanced_imbalanced data_class imbalance_oversampling,220,S0221,221_imbalanced_imbalanced data_class imbalance_oversampling,False,,完成清单初筛；保留原类及自动标签,7695,7603,92,0
222,T0222,222_partial discharge_corona_discharges_corona discharge,221,S0222,222_partial discharge_corona_discharges_corona discharge,False,,完成清单初筛；保留原类及自动标签,6841,6839,2,0
223,T0223,223_li ion_cathode material_ion batteries_cathode materials,222,S0223,223_li ion_cathode material_ion batteries_cathode materials,False,,完成清单初筛；保留原类及自动标签,7471,7466,5,0
224,T0224,224_genes_coli_gene_pseudomallei,223,S0224,224_genes_coli_gene_pseudomallei,False,,完成清单初筛；保留原类及自动标签,5071,5059,12,0
225,T0225,225_centrifugal_impeller_centrifugal pump_flow field,224,S0225,225_centrifugal_impeller_centrifugal pump_flow field,False,,已抽样复核；保留原类；名称仍为自动标签,6501,6495,6,0
226,T0226,226_biofuels_bioenergy_biofuel_biogas,225,S0226,226_biofuels_bioenergy_biofuel_biogas,False,,完成清单初筛；保留原类及自动标签,10210,10203,4,3
227,T0227,227_silicone rubber_silicone_rubber_insulators,226,S0227,227_silicone rubber_silicone_rubber_insulators,False,,完成清单初筛；保留原类及自动标签,5200,5190,10,0
228,T0228,228_ammonia borane_borane_nitrogen reduction_catalytic reduction,227,S0228,228_ammonia borane_borane_nitrogen reduction_catalytic reduction,False,,完成清单初筛；保留原类及自动标签,6187,6187,0,0
229,T0229,229_ventilation_natural ventilation_hvac_air conditioning,228,S0229,229_ventilation_natural ventilation_hvac_air conditioning,False,,完成清单初筛；保留原类及自动标签,4759,4718,41,0
230,T0230,230_energy efficiency_energy audit_audit_energy conservation,229,S0230,230_energy efficiency_energy audit_audit_energy conservation,False,,完成清单初筛；保留原类及自动标签,10870,10869,1,0
231,T0231,231_母线槽_螺纹_套管_螺栓,230,S0231,231_母线槽_螺纹_套管_螺栓,False,,完成清单初筛；保留原类及自动标签,1879,43,1836,0
232,T0232,232_thermal shock_thermal stress_thermal barrier_thermal insulation,231,S0232,232_thermal shock_thermal stress_thermal barrier_thermal insulation,False,,完成清单初筛；保留原类及自动标签,6331,6318,13,0
233,T0233,233_portion_claim_claims_said,232,S0233,233_portion_claim_claims_said,False,,完成清单初筛；保留原类及自动标签,1595,184,1411,0
234,T0234,234_spin_text pdf_pdf kb_antiferromagnetic,233,S0234,234_spin_text pdf_pdf kb_antiferromagnetic,False,,完成清单初筛；保留原类及自动标签,5629,5624,5,0
235,T0235,235_wastewater_photocatalytic membrane_wastewater treatment_water purification,234,S0235,235_wastewater_photocatalytic membrane_wastewater treatment_water purification,False,,完成清单初筛；保留原类及自动标签,6904,6903,1,0
236,T0236,236_gan_hemts_algan/gan_hemt,235,S0236,236_gan_hemts_algan/gan_hemt,False,,完成清单初筛；保留原类及自动标签,4015,4008,7,0
237,T0237,237_induction heating_temperature field_thermal model_temperature rise,236,S0237,237_induction heating_temperature field_thermal model_temperature rise,False,,完成清单初筛；保留原类及自动标签,5377,5354,23,0
238,T0238,238_氢气_重整_反应器_甲醇,237,S0238,238_氢气_重整_反应器_甲醇,False,,完成清单初筛；保留原类及自动标签,1295,351,944,0
