merged_topic_id,name,domain,status,raw_clusters,raw_cluster_count,documents,papers,patents_2026,policies,review_note,merge_reason
M477,潜热及热化学储热系统,热工与能效,宽泛待细分,B477,1,11109,11049,60,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M478,功率因数校正与变流器电流控制,电力电子与电机,宽泛待细分,B478,1,18032,17816,216,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M479,新能源汽车产业与推广政策,能源政策与治理,政策类群,B479,1,409,272,2,135,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M480,燃料电池电堆与系统装置,氢能与燃料电池,宽泛待细分,B480,1,1762,158,1604,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M481,网络攻击检测与信息安全,数字技术与测量,宽泛待细分,B481,1,12625,12568,57,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M482,燃料电池技术与固体氧化物电池,氢能与燃料电池,宽泛待细分,B482,1,13232,13224,8,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M483,电力储能系统集成与运行装置,电化学储能,宽泛待细分,B483,1,1773,322,1451,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。样本含消防温控集成与电表数据存储硬件，不能全部作储能容量优化证据。,保留独立类群
M484,风力机叶片塔架与气动结构,风能与水能海洋能源,方向候选,B484,1,2224,691,1533,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M485,多电平逆变器拓扑与调制,电力电子与电机,方向候选,B485,1,13483,13436,47,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M486,二氧化碳地质封存与驱油,碳与环境,方向候选,B486,1,13903,13889,14,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M487,焦炭钙基反应与无机工艺材料混合,能源材料与电化学基础,混杂待重分,B487,1,12953,12919,34,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M488,钢铁合金腐蚀与耐蚀性能,能源材料与电化学基础,关联基础研究,B488,1,14743,14664,79,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M489,工业废水处理与电化学净化,碳与环境,方向候选,B489,1,11771,11749,22,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M490,节能审查与碳排放评价政策,能源政策与治理,政策类群,B490,1,643,288,3,352,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M491,抗菌生物医用纳米材料,其他基础与关联学科,外围或非研究文本,B491,1,10837,10818,19,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M492,电机绕组线圈与电磁部件,电力电子与电机,宽泛待细分,B492,1,2653,326,2327,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M493,燃气轮机与航空发动机装置,化石能源,宽泛待细分,B493,1,2225,348,1877,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M494,微生物燃料电池与生物产电,生物质与资源循环,方向候选,B494,1,8910,8826,84,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M495,半导体光电探测器,能源材料与电化学基础,关联基础研究,B495,1,12256,12248,8,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M496,电催化氧化还原与催化材料综述,能源材料与电化学基础,宽泛待细分,B496,1,14468,14466,2,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M497,配电系统供电设备与可靠性,电网与电力系统,宽泛待细分,B497,1,15247,15222,24,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M498,锂钠储能负极纳米材料,电化学储能,宽泛待细分,B498,1,10542,10542,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M499,能源发展可及性与能源贫困,能源政策与治理,宽泛待细分,B499,1,19310,19301,5,4,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
