category_id,topic_id,top_keywords,top_keyword_ids,top_keyword_weights,active,paper_documents,train_documents,validation_documents,replay_documents,name,domain,status,analysis_scope,uniform_assigned_papers
N0025,24,Hydrogen | Hydrogen production | Hydrogen storage | Catalysis | Hydrogen fuel | Steam reforming | Chemical engineering | Hydrogen economy | Energy carrier | Thermochemical cycle | Biohydrogen | Methane reformer | Metallurgy | Hydrogen technologies | Permeation,https://openalex.org/keywords/hydrogen | https://openalex.org/keywords/hydrogen-production | https://openalex.org/keywords/hydrogen-storage | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/hydrogen-fuel | https://openalex.org/keywords/steam-reforming | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/hydrogen-economy | https://openalex.org/keywords/energy-carrier | https://openalex.org/keywords/thermochemical-cycle | https://openalex.org/keywords/biohydrogen | https://openalex.org/keywords/methane-reformer | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/hydrogen-technologies | https://openalex.org/keywords/permeation,13.5322 | 7.60542 | 3.53065 | 1.27023 | 1.22673 | 0.964063 | 0.848896 | 0.429227 | 0.395303 | 0.372546 | 0.273727 | 0.260937 | 0.259955 | 0.242654 | 0.212758,True,190,113,27,50,Hydrogen / Hydrogen production / Hydrogen storage,待主题范围审阅,NMF关键词主题,待主题范围审阅,182
N0026,25,Doping | Analytical Chemistry (journal) | Optoelectronics | Dopant | Phosphor | Tin oxide | Photoluminescence | Chemical engineering | Luminescence | Carbon fibers | Yttrium | Lanthanum | Cathode | Quantum efficiency | Phosphorus,https://openalex.org/keywords/doping | https://openalex.org/keywords/analytical-chemistry | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/dopant | https://openalex.org/keywords/phosphor | https://openalex.org/keywords/tin-oxide | https://openalex.org/keywords/photoluminescence | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/luminescence | https://openalex.org/keywords/carbon-fibers | https://openalex.org/keywords/yttrium | https://openalex.org/keywords/lanthanum | https://openalex.org/keywords/cathode | https://openalex.org/keywords/quantum-efficiency | https://openalex.org/keywords/phosphorus,15.8472 | 0.695423 | 0.672766 | 0.375394 | 0.31433 | 0.300147 | 0.249381 | 0.247137 | 0.206892 | 0.17266 | 0.148118 | 0.147586 | 0.142758 | 0.101412 | 0.0998121,True,98,58,26,14,Doping / Analytical Chemistry (journal) / Optoelectronics,待主题范围审阅,NMF关键词主题,待主题范围审阅,98
N0027,26,Turbine | Marine engineering | Mechanical engineering | Engineering | Turbine blade | Aerospace engineering | Structural engineering | Rotor (electric) | Steam turbine | Blade (archaeology) | Vertical axis wind turbine | Tidal power | Gas turbines | Horizontal axis | Combined cycle,https://openalex.org/keywords/turbine | https://openalex.org/keywords/marine-engineering | https://openalex.org/keywords/mechanical-engineering | https://openalex.org/keywords/engineering | https://openalex.org/keywords/turbine-blade | https://openalex.org/keywords/aerospace-engineering | https://openalex.org/keywords/structural-engineering | https://openalex.org/keywords/rotor | https://openalex.org/keywords/steam-turbine | https://openalex.org/keywords/blade | https://openalex.org/keywords/vertical-axis-wind-turbine | https://openalex.org/keywords/tidal-power | https://openalex.org/keywords/gas-turbines | https://openalex.org/keywords/horizontal-axis | https://openalex.org/keywords/combined-cycle,10.2425 | 3.95028 | 2.11327 | 1.6692 | 1.229 | 1.00444 | 0.966736 | 0.837327 | 0.755568 | 0.647584 | 0.551439 | 0.46628 | 0.461877 | 0.443375 | 0.41934,True,441,367,34,40,Turbine / Marine engineering / Mechanical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,435
N0028,27,Electrolyte | Fast ion conductor | Ionic conductivity | Inorganic chemistry | Interphase | Ethylene carbonate | Lithium (medication) | Propylene carbonate | Lithium metal | Electrochemical window | Quasi-solid | Polymer electrolytes | Solvation | Chemical engineering | Conductivity,https://openalex.org/keywords/electrolyte | https://openalex.org/keywords/fast-ion-conductor | https://openalex.org/keywords/ionic-conductivity | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/interphase | https://openalex.org/keywords/ethylene-carbonate | https://openalex.org/keywords/lithium | https://openalex.org/keywords/propylene-carbonate | https://openalex.org/keywords/lithium-metal | https://openalex.org/keywords/electrochemical-window | https://openalex.org/keywords/quasi-solid | https://openalex.org/keywords/polymer-electrolytes | https://openalex.org/keywords/solvation | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/conductivity,16.6622 | 1.22351 | 1.04589 | 1.01817 | 0.743426 | 0.572331 | 0.48822 | 0.415207 | 0.368809 | 0.312029 | 0.30173 | 0.288662 | 0.269042 | 0.26458 | 0.233219,True,120,70,20,30,Electrolyte / Fast ion conductor / Ionic conductivity,待主题范围审阅,NMF关键词主题,待主题范围审阅,121
N0029,28,Power (physics) | Electric power system | Power flow | Reliability engineering | Phasor | Power grid | Economic dispatch | Automatic frequency control | AC power | Automatic Generation Control | Power network | Solar power | Power transmission | Blackout | Mathematical optimization,https://openalex.org/keywords/power | https://openalex.org/keywords/electric-power-system | https://openalex.org/keywords/power-flow | https://openalex.org/keywords/reliability-engineering | https://openalex.org/keywords/phasor | https://openalex.org/keywords/power-grid | https://openalex.org/keywords/economic-dispatch | https://openalex.org/keywords/automatic-frequency-control | https://openalex.org/keywords/ac-power | https://openalex.org/keywords/automatic-generation-control | https://openalex.org/keywords/power-network | https://openalex.org/keywords/solar-power | https://openalex.org/keywords/power-transmission | https://openalex.org/keywords/blackout | https://openalex.org/keywords/mathematical-optimization,11.5149 | 9.94747 | 1.0581 | 1.05714 | 0.621429 | 0.579719 | 0.574647 | 0.556228 | 0.397954 | 0.32853 | 0.304461 | 0.301275 | 0.29511 | 0.281729 | 0.28114,True,162,117,21,24,Power (physics) / Electric power system / Power flow,待主题范围审阅,NMF关键词主题,待主题范围审阅,162
N0030,29,Composite number | Composite material | Epoxy | Carbon fibers | Scanning electron microscope | Fiber | Lithium (medication) | Electrochemistry | Polymer | Filler (materials) | Electromagnetic shielding | Phase-change material | Graphene | Electrospinning | X-ray photoelectron spectroscopy,https://openalex.org/keywords/composite-number | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/epoxy | https://openalex.org/keywords/carbon-fibers | https://openalex.org/keywords/scanning-electron-microscope | https://openalex.org/keywords/fiber | https://openalex.org/keywords/lithium | https://openalex.org/keywords/electrochemistry | https://openalex.org/keywords/polymer | https://openalex.org/keywords/filler | https://openalex.org/keywords/electromagnetic-shielding | https://openalex.org/keywords/phase-change-material | https://openalex.org/keywords/graphene | https://openalex.org/keywords/electrospinning | https://openalex.org/keywords/x-ray-photoelectron-spectroscopy,12.853 | 3.74895 | 0.420405 | 0.390501 | 0.382272 | 0.287315 | 0.2667 | 0.164594 | 0.157146 | 0.127224 | 0.125076 | 0.124944 | 0.124772 | 0.121564 | 0.119354,True,172,108,31,33,Composite number / Composite material / Epoxy,待主题范围审阅,NMF关键词主题,待主题范围审阅,173
N0031,30,Anode | Electrode | Chemical engineering | Electrochemistry | Dendrite (mathematics) | Galvanic anode | Nanofiber | Direct-ethanol fuel cell | Cathodic protection | Electrospinning | Direct methanol fuel cell | Plating (geology) | Sodium-ion battery | Carbon nanofiber | Potassium-ion battery,https://openalex.org/keywords/anode | https://openalex.org/keywords/electrode | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/electrochemistry | https://openalex.org/keywords/dendrite | https://openalex.org/keywords/galvanic-anode | https://openalex.org/keywords/nanofiber | https://openalex.org/keywords/direct-ethanol-fuel-cell | https://openalex.org/keywords/cathodic-protection | https://openalex.org/keywords/electrospinning | https://openalex.org/keywords/direct-methanol-fuel-cell | https://openalex.org/keywords/plating | https://openalex.org/keywords/sodium-ion-battery | https://openalex.org/keywords/carbon-nanofiber | https://openalex.org/keywords/potassium-ion-battery,17.0115 | 2.20074 | 0.692138 | 0.399022 | 0.261666 | 0.194742 | 0.187527 | 0.15911 | 0.152505 | 0.151277 | 0.149872 | 0.146335 | 0.143681 | 0.132164 | 0.131509,True,156,110,14,32,Anode / Electrode / Chemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,154
N0032,31,Cathode | Electrolyte | Chemical engineering | Electrochemistry | Physical chemistry | Lithium vanadium phosphate battery | Nanotechnology | Capacity loss | Lithium iron phosphate | Structural stability | Polysulfide | Organic radical battery | Cycling | Durability | Electrical engineering,https://openalex.org/keywords/cathode | https://openalex.org/keywords/electrolyte | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/electrochemistry | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/lithium-vanadium-phosphate-battery | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/capacity-loss | https://openalex.org/keywords/lithium-iron-phosphate | https://openalex.org/keywords/structural-stability | https://openalex.org/keywords/polysulfide | https://openalex.org/keywords/organic-radical-battery | https://openalex.org/keywords/cycling | https://openalex.org/keywords/durability | https://openalex.org/keywords/electrical-engineering,17.4305 | 1.04781 | 0.542325 | 0.271841 | 0.23671 | 0.221419 | 0.173517 | 0.17322 | 0.172667 | 0.150148 | 0.12401 | 0.121174 | 0.114801 | 0.104023 | 0.0886975,True,156,96,21,39,Cathode / Electrolyte / Chemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,157
N0033,32,Membrane | Permeation | Ion exchange | Chemical engineering | Ion | Chromatography | Electrodialysis | Polysulfone | Membrane distillation | Nanofiltration | Permeance | Permeability (electromagnetism) | Gas separation | Phase inversion | Hollow fiber membrane,https://openalex.org/keywords/membrane | https://openalex.org/keywords/permeation | https://openalex.org/keywords/ion-exchange | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/ion | https://openalex.org/keywords/chromatography | https://openalex.org/keywords/electrodialysis | https://openalex.org/keywords/polysulfone | https://openalex.org/keywords/membrane-distillation | https://openalex.org/keywords/nanofiltration | https://openalex.org/keywords/permeance | https://openalex.org/keywords/permeability | https://openalex.org/keywords/gas-separation | https://openalex.org/keywords/phase-inversion | https://openalex.org/keywords/hollow-fiber-membrane,11.6525 | 2.28747 | 1.78744 | 1.29153 | 1.17506 | 1.08573 | 0.806274 | 0.662062 | 0.594235 | 0.514506 | 0.512185 | 0.495602 | 0.483241 | 0.468922 | 0.443455,True,567,400,74,93,Membrane / Permeation / Ion exchange,待主题范围审阅,NMF关键词主题,待主题范围审阅,584
N0034,33,Battery (electricity) | Lithium-ion battery | Battery pack | Power (physics) | Thermal runaway | Lead–acid battery | State of charge | Energy storage | Flow battery | State of health | Battery charger | Automotive battery | Internal resistance | Trickle charging | Lithium–sulfur battery,https://openalex.org/keywords/battery | https://openalex.org/keywords/lithium-ion-battery | https://openalex.org/keywords/battery-pack | https://openalex.org/keywords/power | https://openalex.org/keywords/thermal-runaway | https://openalex.org/keywords/lead–acid-battery | https://openalex.org/keywords/state-of-charge | https://openalex.org/keywords/energy-storage | https://openalex.org/keywords/flow-battery | https://openalex.org/keywords/state-of-health | https://openalex.org/keywords/battery-charger | https://openalex.org/keywords/automotive-battery | https://openalex.org/keywords/internal-resistance | https://openalex.org/keywords/trickle-charging | https://openalex.org/keywords/lithium–sulfur-battery,15.5149 | 2.26559 | 1.0391 | 0.724207 | 0.646976 | 0.441534 | 0.433896 | 0.387011 | 0.369986 | 0.350508 | 0.316238 | 0.309205 | 0.289895 | 0.279224 | 0.262963,True,240,164,33,43,Battery (electricity) / Lithium-ion battery / Battery pack,待主题范围审阅,NMF关键词主题,待主题范围审阅,239
N0035,34,Adsorption | Chemical engineering | Physical chemistry | Langmuir adsorption model | Chemisorption | Physisorption | Chitosan | Density functional theory | Metal ions in aqueous solution | Pressure swing adsorption | Molecular sieve | Goethite | Montmorillonite | Chemical physics | Computational chemistry,https://openalex.org/keywords/adsorption | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/langmuir-adsorption-model | https://openalex.org/keywords/chemisorption | https://openalex.org/keywords/physisorption | https://openalex.org/keywords/chitosan | https://openalex.org/keywords/density-functional-theory | https://openalex.org/keywords/metal-ions-in-aqueous-solution | https://openalex.org/keywords/pressure-swing-adsorption | https://openalex.org/keywords/molecular-sieve | https://openalex.org/keywords/goethite | https://openalex.org/keywords/montmorillonite | https://openalex.org/keywords/chemical-physics | https://openalex.org/keywords/computational-chemistry,17.4166 | 1.57199 | 1.12228 | 0.546503 | 0.505652 | 0.467955 | 0.31324 | 0.302227 | 0.300422 | 0.260259 | 0.255113 | 0.222067 | 0.214126 | 0.179609 | 0.176051,True,115,77,12,26,Adsorption / Chemical engineering / Physical chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,115
